COMMODITY,COUNTRY,UNIT,QUANTITY,VALUE (US$ million)
TEA,AFGHANISTAN,KGS,497340,1.625
TEA,ALBANIA,KGS,342022,1.177
TEA,ALGERIA,KGS,54000,0.1
TEA,ANDORRA,KGS,200,0.001
TEA,ANGOLA,KGS,188024,0.688
TEA,ARMENIA,KGS,630,0.002
TEA,AUSTRALIA,KGS,3190820,16.74
TEA,AUSTRIA,KGS,7198,0.105
TEA,AZERBAIJAN,KGS,292562,0.803
TEA,BAHARAIN IS,KGS,528738,2.25
TEA,BANGLADESH PR,KGS,3902143,7.433
TEA,BELARUS,KGS,16150,0.055
TEA,BELGIUM,KGS,1061186,3.798
TEA,BENIN,KGS,49172,0.274
TEA,BHUTAN,KGS,333539,1.214
TEA,BOTSWANA,KGS,580,0.004
TEA,BRAZIL,KGS,11048,0.093
TEA,BRUNEI,KGS,3672,0.015
TEA,BULGARIA,KGS,1190,0.01
TEA,BURKINA FASO,KGS,842170,3.379
TEA,CAMBODIA,KGS,1417,0.009
TEA,CAMEROON,KGS,50435,0.219
TEA,CANADA,KGS,2355927,11.402
TEA,CAYMAN IS,KGS,293,0.001
TEA,CHILE,KGS,17567,0.048
TEA,CHINA P RP,KGS,11033562,26.521
TEA,COLOMBIA,KGS,104875,0.171
TEA,CONGO D. REP.,KGS,124339,0.19
TEA,CONGO P REP,KGS,63052,0.21
TEA,COTE D' IVOIRE,KGS,472675,1.815
TEA,CROATIA,KGS,27267,0.057
TEA,CYPRUS,KGS,2315,0.009
TEA,CZECH REPUBLIC,KGS,33776,0.358
TEA,DENMARK,KGS,32199,0.342
TEA,DJIBOUTI,KGS,20,0
TEA,EGYPT A RP,KGS,8815387,16.803
TEA,ESTONIA,KGS,24583,0.156
TEA,FIJI IS,KGS,7071,0.057
TEA,FINLAND,KGS,776449,2.343
TEA,FRANCE,KGS,339874,2.902
TEA,GABON,KGS,700,0.005
TEA,GAMBIA,KGS,172693,0.688
TEA,GEORGIA,KGS,174152,0.446
TEA,GERMANY,KGS,10357797,43.817
TEA,GHANA,KGS,466392,2.674
TEA,GREECE,KGS,18405,0.073
TEA,GUINEA,KGS,206801,0.909
TEA,GUYANA,KGS,466,0.003
TEA,HONG KONG,KGS,233268,1.118
TEA,HUNGARY,KGS,1097,0.01
TEA,INDONESIA,KGS,918649,1.598
TEA,IRAN,KGS,41486408,153.736
TEA,IRAQ,KGS,4085266,7.782
TEA,IRELAND,KGS,1445763,12.361
TEA,ISRAEL,KGS,89775,0.436
TEA,ITALY,KGS,1473434,11.426
TEA,JAMAICA,KGS,2167,0.038
TEA,JAPAN,KGS,3835259,22.748
TEA,JORDAN,KGS,134127,0.518
TEA,KAZAKHSTAN,KGS,10903107,28.789
TEA,KENYA,KGS,480229,0.798
TEA,KOREA RP,KGS,127998,1.752
TEA,KUWAIT,KGS,978358,4.154
TEA,KYRGHYZSTAN,KGS,295840,1.184
TEA,LATVIA,KGS,43402,0.116
TEA,LEBANON,KGS,187416,0.315
TEA,LIBERIA,KGS,1383,0.005
TEA,LIBYA,KGS,35280,0.127
TEA,LITHUANIA,KGS,40,0.001
TEA,MADAGASCAR,KGS,613,0.004
TEA,MALAWI,KGS,1202,0.006
TEA,MALAYSIA,KGS,2980205,5.01
TEA,MALDIVES,KGS,12546,0.076
TEA,MALI,KGS,358692,1.327
TEA,MAURITANIA,KGS,5,0
TEA,MAURITIUS,KGS,14497,0.095
TEA,MEXICO,KGS,57632,0.972
TEA,MOLDOVA,KGS,350,0.002
TEA,MOROCCO,KGS,72305,0.277
TEA,MOZAMBIQUE,KGS,1772,0.007
TEA,MYANMAR,KGS,3,0
TEA,NEPAL,KGS,324927,0.927
TEA,NETHERLAND,KGS,4031425,20.477
TEA,NETHERLANDANTIL,KGS,861,0.004
TEA,NEW CALEDONIA,KGS,2,0
TEA,NEW ZEALAND,KGS,323511,1.668
TEA,NIGER,KGS,637775,2.562
TEA,NIGERIA,KGS,676278,1.956
TEA,NORWAY,KGS,35843,0.304
TEA,OMAN,KGS,529810,2.153
TEA,PAKISTAN IR,KGS,14975675,22.147
TEA,PALAU,KGS,200,0
TEA,PANAMA REPUBLIC,KGS,2857,0.024
TEA,PAPUA N GNA,KGS,1073,0.003
TEA,PERU,KGS,109,0.003
TEA,PHILIPPINES,KGS,210207,1.389
TEA,POLAND,KGS,6418655,16.541
TEA,PORTUGAL,KGS,18058,0.052
TEA,QATAR,KGS,3106354,11.532
TEA,REUNION,KGS,3321,0.016
TEA,ROMANIA,KGS,2727,0.013
TEA,RUSSIA,KGS,46956608,106.386
TEA,RWANDA,KGS,124,0.001
TEA,SAUDI ARAB,KGS,4730567,17.677
TEA,SENEGAL,KGS,659910,3.114
TEA,SERBIA,KGS,29870,0.355
TEA,SEYCHELLES,KGS,12111,0.054
TEA,SIERRA LEONE,KGS,153122,0.624
TEA,SINGAPORE,KGS,716513,2.698
TEA,SLOVAK REP,KGS,155,0.007
TEA,SLOVENIA,KGS,374,0.01
TEA,SOMALIA,KGS,17091,0.059
TEA,SOUTH AFRICA,KGS,108608,0.441
TEA,SOUTH SUDAN,KGS,2574,0.009
TEA,SPAIN,KGS,1166291,1.797
TEA,SRI LANKA DSR,KGS,3631677,7.838
TEA,ST LUCIA,KGS,66,0.001
TEA,SUDAN,KGS,7798,0.028
TEA,SURINAME,KGS,59966,0.25
TEA,SWEDEN,KGS,266912,1.602
TEA,SWITZERLAND,KGS,69322,0.563
TEA,SYRIA,KGS,15450,0.021
TEA,TAIWAN,KGS,4083373,8.357
TEA,TAJIKISTAN,KGS,722012,1.849
TEA,TANZANIA REP,KGS,10396,0.041
TEA,THAILAND,KGS,209125,2.02
TEA,TOGO,KGS,278569,1.489
TEA,TRINIDAD,KGS,4543,0.03
TEA,TUNISIA,KGS,3369815,4.794
TEA,TURKEY,KGS,1631675,3.823
TEA,TURKMENISTAN,KGS,144144,0.307
TEA,U ARAB EMTS,KGS,19093077,56.209
TEA,U K,KGS,15376703,48.208
TEA,U S A,KGS,14133782,59.816
TEA,UGANDA,KGS,162,0.001
TEA,UKRAINE,KGS,3430625,7.506
TEA,URUGUAY,KGS,1580,0.037
TEA,UZBEKISTAN,KGS,162696,0.281
TEA,VANUATU REP,KGS,2,0
TEA,VENEZUELA,KGS,11348,0.029
TEA,VIETNAM SOC REP,KGS,380101,1.733
TEA,YEMEN REPUBLC,KGS,81969,0.23
TEA,ZAMBIA,KGS,14965,0.084
COFFEE,AFGHANISTAN,KGS,297,0.003
COFFEE,ALBANIA,KGS,1361400,2.777
COFFEE,ALGERIA,KGS,216700,0.528
COFFEE,ARMENIA,KGS,79200,0.295
COFFEE,AUSTRALIA,KGS,6302508,16.444
COFFEE,AUSTRIA,KGS,1066,0.007
COFFEE,AZERBAIJAN,KGS,10900,0.068
COFFEE,BAHARAIN IS,KGS,66296,0.244
COFFEE,BANGLADESH PR,KGS,522516,3.887
COFFEE,BELARUS,KGS,258968,1.031
COFFEE,BELGIUM,KGS,18336384,48.028
COFFEE,BELIZE,KGS,732,0.006
COFFEE,BENIN,KGS,238288,2.058
COFFEE,BHUTAN,KGS,56600,0.512
COFFEE,BOTSWANA,KGS,110,0.001
COFFEE,BRAZIL,KGS,7,0
COFFEE,BRUNEI,KGS,36,0
COFFEE,BULGARIA,KGS,124785,0.521
COFFEE,BURKINA FASO,KGS,69851,0.462
COFFEE,CAMEROON,KGS,134791,1.078
COFFEE,CANADA,KGS,1357163,2.782
COFFEE,CAYMAN IS,KGS,0,0
COFFEE,CHAD,KGS,8552,0.053
COFFEE,CHINA P RP,KGS,368449,1.54
COFFEE,CONGO D. REP.,KGS,32592,0.365
COFFEE,CONGO P REP,KGS,112989,0.833
COFFEE,COTE D' IVOIRE,KGS,307534,1.998
COFFEE,CROATIA,KGS,3652356,6.73
COFFEE,CYPRUS,KGS,19200,0.036
COFFEE,CZECH REPUBLIC,KGS,7160,0.053
COFFEE,DENMARK,KGS,843567,1.479
COFFEE,EGYPT A RP,KGS,3049044,6.381
COFFEE,EL SALVADOR,KGS,17850,0.101
COFFEE,ESTONIA,KGS,213182,0.597
COFFEE,FINLAND,KGS,1243220,5.98
COFFEE,FR POLYNESIA,KGS,19901,0.142
COFFEE,FRANCE,KGS,2898841,8.808
COFFEE,GABON,KGS,38269,0.285
COFFEE,GAMBIA,KGS,148451,1.169
COFFEE,GEORGIA,KGS,261113,1.302
COFFEE,GERMANY,KGS,30239920,70.6
COFFEE,GHANA,KGS,403845,3.367
COFFEE,GREECE,KGS,6231190,12.511
COFFEE,GUINEA,KGS,110302,0.963
COFFEE,GUYANA,KGS,276,0.002
COFFEE,HONG KONG,KGS,4789,0.032
COFFEE,HUNGARY,KGS,92828,0.471
COFFEE,INDONESIA,KGS,3751785,20.208
COFFEE,IRAN,KGS,2939774,7.826
COFFEE,IRAQ,KGS,139456,0.996
COFFEE,IRELAND,KGS,1624,0.022
COFFEE,ISRAEL,KGS,3673626,9.22
COFFEE,ITALY,KGS,75736954,154.041
COFFEE,JAMAICA,KGS,9,0
COFFEE,JAPAN,KGS,464454,2.747
COFFEE,JORDAN,KGS,8666576,24.595
COFFEE,KAZAKHSTAN,KGS,89735,0.535
COFFEE,KENYA,KGS,91501,0.761
COFFEE,KOREA RP,KGS,4515749,11.263
COFFEE,KUWAIT,KGS,5885357,16.145
COFFEE,KYRGHYZSTAN,KGS,7,0
COFFEE,LATVIA,KGS,487172,2.157
COFFEE,LEBANON,KGS,626292,1.528
COFFEE,LIBERIA,KGS,12,0
COFFEE,LIBYA,KGS,10286710,22.109
COFFEE,LITHUANIA,KGS,251681,1.83
COFFEE,MADAGASCAR,KGS,20,0
COFFEE,MALAWI,KGS,10,0
COFFEE,MALAYSIA,KGS,3539343,17.79
COFFEE,MALDIVES,KGS,11466,0.086
COFFEE,MALI,KGS,290276,1.865
COFFEE,MAURITANIA,KGS,296448,2.315
COFFEE,MAURITIUS,KGS,296,0.003
COFFEE,MEXICO,KGS,13505,0.051
COFFEE,MOLDOVA,KGS,9274,0.093
COFFEE,MONTENEGRO,KGS,1419400,2.602
COFFEE,MOROCCO,KGS,1483602,2.732
COFFEE,MYANMAR,KGS,90502,0.474
COFFEE,NEPAL,KGS,526006,3.272
COFFEE,NETHERLAND,KGS,2097138,6.511
COFFEE,NEW CALEDONIA,KGS,96000,0.262
COFFEE,NEW ZEALAND,KGS,411731,1.351
COFFEE,NIGER,KGS,454526,3.594
COFFEE,NIGERIA,KGS,356247,2.504
COFFEE,NORWAY,KGS,217882,0.822
COFFEE,OMAN,KGS,1061645,2.489
COFFEE,PAKISTAN IR,KGS,9454,0.041
COFFEE,PANAMA REPUBLIC,KGS,11,0
COFFEE,PAPUA N GNA,KGS,2500,0.005
COFFEE,PERU,KGS,4000,0.014
COFFEE,PHILIPPINES,KGS,1005,0.017
COFFEE,POLAND,KGS,7224084,29.729
COFFEE,PORTUGAL,KGS,3520000,6.855
COFFEE,QATAR,KGS,453179,1.453
COFFEE,REUNION,KGS,50,0.001
COFFEE,ROMANIA,KGS,829700,2.288
COFFEE,RUSSIA,KGS,10801185,52.136
COFFEE,SAMOA,KGS,240,0.003
COFFEE,SAUDI ARAB,KGS,4383021,12.194
COFFEE,SENEGAL,KGS,721159,5.369
COFFEE,SERBIA,KGS,1,0
COFFEE,SEYCHELLES,KGS,410,0.004
COFFEE,SIERRA LEONE,KGS,30,0
COFFEE,SINGAPORE,KGS,761258,4.846
COFFEE,SLOVAK REP,KGS,31680,0.175
COFFEE,SLOVENIA,KGS,6430940,11.851
COFFEE,SOMALIA,KGS,3251,0.01
COFFEE,SOUTH AFRICA,KGS,158638,0.506
COFFEE,SPAIN,KGS,6949961,15.359
COFFEE,SRI LANKA DSR,KGS,85614,0.474
COFFEE,SUDAN,KGS,3478,0.026
COFFEE,SWEDEN,KGS,86402,0.283
COFFEE,SWITZERLAND,KGS,1652946,4.696
COFFEE,SYRIA,KGS,3951256,8.93
COFFEE,TAIWAN,KGS,1338656,4.678
COFFEE,TAJIKISTAN,KGS,117,0.001
COFFEE,TANZANIA REP,KGS,5662,0.049
COFFEE,THAILAND,KGS,323,0.012
COFFEE,TOGO,KGS,488288,3.985
COFFEE,TRINIDAD,KGS,175,0.001
COFFEE,TUNISIA,KGS,22931,0.181
COFFEE,TURKEY,KGS,6498883,33.074
COFFEE,TURKMENISTAN,KGS,22632,0.217
COFFEE,U ARAB EMTS,KGS,3336655,10.245
COFFEE,U K,KGS,2803236,10.392
COFFEE,U S A,KGS,4777821,48.511
COFFEE,UGANDA,KGS,2973,0.028
COFFEE,UKRAINE,KGS,4408549,15.346
COFFEE,UZBEKISTAN,KGS,148873,0.696
COFFEE,VIETNAM SOC REP,KGS,1470303,6.322
COFFEE,ZAMBIA,KGS,559,0.002
RICE -BASMOTI,AFGHANISTAN,TON,177,0.176
RICE -BASMOTI,ALGERIA,TON,8940,9.408
RICE -BASMOTI,ANGOLA,TON,1347,1.476
RICE -BASMOTI,ANTIGUA,TON,1,0.001
RICE -BASMOTI,ARGENTINA,TON,97,0.124
RICE -BASMOTI,ARMENIA,TON,123,0.132
RICE -BASMOTI,AUSTRALIA,TON,37337,46.673
RICE -BASMOTI,AUSTRIA,TON,190,0.297
RICE -BASMOTI,AZERBAIJAN,TON,12494,12.511
RICE -BASMOTI,BAHARAIN IS,TON,35626,37.788
RICE -BASMOTI,BANGLADESH PR,TON,2284,2.961
RICE -BASMOTI,BELARUS,TON,43,0.043
RICE -BASMOTI,BELGIUM,TON,21747,22.816
RICE -BASMOTI,BELIZE,TON,1,0.001
RICE -BASMOTI,BENIN,TON,821,0.801
RICE -BASMOTI,BHUTAN,TON,81,0.067
RICE -BASMOTI,BOSNIA-HRZGOVIN,TON,5,0.006
RICE -BASMOTI,BOTSWANA,TON,277,0.335
RICE -BASMOTI,BRAZIL,TON,15,0.015
RICE -BASMOTI,BRUNEI,TON,584,0.691
RICE -BASMOTI,BULGARIA,TON,650,0.57
RICE -BASMOTI,BURKINA FASO,TON,425,0.439
RICE -BASMOTI,C AFRI REP,TON,593,0.558
RICE -BASMOTI,CAMBODIA,TON,64,0.084
RICE -BASMOTI,CAMEROON,TON,570,0.6
RICE -BASMOTI,CANADA,TON,44806,53.463
RICE -BASMOTI,CAYMAN IS,TON,43,0.05
RICE -BASMOTI,CHILE,TON,166,0.207
RICE -BASMOTI,CHINA P RP,TON,117,0.127
RICE -BASMOTI,COLOMBIA,TON,24,0.027
RICE -BASMOTI,COMOROS,TON,1280,1.533
RICE -BASMOTI,CONGO D. REP.,TON,205,0.217
RICE -BASMOTI,CONGO P REP,TON,179,0.187
RICE -BASMOTI,COSTA RICA,TON,16,0.021
RICE -BASMOTI,COTE D' IVOIRE,TON,1051,0.888
RICE -BASMOTI,CROATIA,TON,69,0.063
RICE -BASMOTI,CYPRUS,TON,855,0.979
RICE -BASMOTI,CZECH REPUBLIC,TON,91,0.096
RICE -BASMOTI,DENMARK,TON,1377,1.689
RICE -BASMOTI,DJIBOUTI,TON,3214,3.39
RICE -BASMOTI,EGYPT A RP,TON,16598,16.81
RICE -BASMOTI,EQUTL GUINEA,TON,108,0.135
RICE -BASMOTI,ESTONIA,TON,99,0.108
RICE -BASMOTI,ETHIOPIA,TON,9230,9.098
RICE -BASMOTI,FIJI IS,TON,577,0.684
RICE -BASMOTI,FINLAND,TON,215,0.255
RICE -BASMOTI,FRANCE,TON,5565,6.048
RICE -BASMOTI,GABON,TON,153,0.145
RICE -BASMOTI,GAMBIA,TON,172,0.201
RICE -BASMOTI,GEORGIA,TON,5165,5.052
RICE -BASMOTI,GERMANY,TON,9037,11.726
RICE -BASMOTI,GHANA,TON,935,0.831
RICE -BASMOTI,GREECE,TON,1524,1.631
RICE -BASMOTI,GRENADA,TON,1,0.001
RICE -BASMOTI,GUADELOUPE,TON,63,0.103
RICE -BASMOTI,GUINEA,TON,454,0.291
RICE -BASMOTI,GUYANA,TON,2,0.003
RICE -BASMOTI,HAITI,TON,50,0.048
RICE -BASMOTI,HONG KONG,TON,1042,1.274
RICE -BASMOTI,HUNGARY,TON,472,0.506
RICE -BASMOTI,INDONESIA,TON,2714,3.099
RICE -BASMOTI,IRAN,TON,1483697,1556.172
RICE -BASMOTI,IRAQ,TON,385732,399.426
RICE -BASMOTI,IRELAND,TON,974,1.14
RICE -BASMOTI,ISRAEL,TON,40455,46.11
RICE -BASMOTI,ITALY,TON,14331,16.903
RICE -BASMOTI,JAMAICA,TON,418,0.633
RICE -BASMOTI,JAPAN,TON,527,0.736
RICE -BASMOTI,JORDAN,TON,49171,52.569
RICE -BASMOTI,KAZAKHSTAN,TON,237,0.224
RICE -BASMOTI,KENYA,TON,7481,7.516
RICE -BASMOTI,KOREA DP RP,TON,84,0.077
RICE -BASMOTI,KOREA RP,TON,176,0.211
RICE -BASMOTI,KUWAIT,TON,154745,177.107
RICE -BASMOTI,KYRGHYZSTAN,TON,98,0.111
RICE -BASMOTI,LATVIA,TON,46,0.056
RICE -BASMOTI,LEBANON,TON,11553,12.94
RICE -BASMOTI,LIBERIA,TON,22,0.025
RICE -BASMOTI,LIBYA,TON,706,0.75
RICE -BASMOTI,LITHUANIA,TON,46,0.043
RICE -BASMOTI,MACAO,TON,8,0.008
RICE -BASMOTI,MADAGASCAR,TON,216,0.244
RICE -BASMOTI,MALAWI,TON,78,0.07
RICE -BASMOTI,MALAYSIA,TON,22586,24.599
RICE -BASMOTI,MALDIVES,TON,2420,2.798
RICE -BASMOTI,MALI,TON,1128,1.078
RICE -BASMOTI,MALTA,TON,193,0.26
RICE -BASMOTI,MARTINIQUE,TON,41,0.069
RICE -BASMOTI,MAURITANIA,TON,3519,3.617
RICE -BASMOTI,MAURITIUS,TON,32528,36.871
RICE -BASMOTI,MEXICO,TON,398,0.439
RICE -BASMOTI,MOLDOVA,TON,9,0.008
RICE -BASMOTI,MONGOLIA,TON,4,0.003
RICE -BASMOTI,MONTENEGRO,TON,48,0.036
RICE -BASMOTI,MOROCCO,TON,415,0.55
RICE -BASMOTI,MOZAMBIQUE,TON,986,1.102
RICE -BASMOTI,NAMIBIA,TON,1,0.001
RICE -BASMOTI,NEPAL,TON,4878,4.428
RICE -BASMOTI,NETHERLAND,TON,39221,38.97
RICE -BASMOTI,NETHERLANDANTIL,TON,106,0.135
RICE -BASMOTI,NEW ZEALAND,TON,6451,6.837
RICE -BASMOTI,NIGER,TON,442,0.454
RICE -BASMOTI,NIGERIA,TON,2621,3.015
RICE -BASMOTI,NORWAY,TON,1089,1.562
RICE -BASMOTI,OMAN,TON,87832,96.611
RICE -BASMOTI,PAKISTAN IR,TON,120,0.124
RICE -BASMOTI,PANAMA REPUBLIC,TON,9,0.012
RICE -BASMOTI,PAPUA N GNA,TON,1,0.005
RICE -BASMOTI,PERU,TON,4,0.005
RICE -BASMOTI,PHILIPPINES,TON,302,0.336
RICE -BASMOTI,POLAND,TON,4257,4.13
RICE -BASMOTI,PORTUGAL,TON,4344,4.141
RICE -BASMOTI,QATAR,TON,73569,76.08
RICE -BASMOTI,REUNION,TON,10092,10.555
RICE -BASMOTI,ROMANIA,TON,113,0.121
RICE -BASMOTI,RUSSIA,TON,3687,3.474
RICE -BASMOTI,RWANDA,TON,53,0.053
RICE -BASMOTI,SAUDI ARAB,TON,867741,938.908
RICE -BASMOTI,SENEGAL,TON,262,0.291
RICE -BASMOTI,SEYCHELLES,TON,6185,5.893
RICE -BASMOTI,SIERRA LEONE,TON,3,0.004
RICE -BASMOTI,SINGAPORE,TON,12679,15.389
RICE -BASMOTI,SLOVENIA,TON,169,0.325
RICE -BASMOTI,SOMALIA,TON,6163,6.069
RICE -BASMOTI,SOUTH AFRICA,TON,16530,18.589
RICE -BASMOTI,SPAIN,TON,2424,2.859
RICE -BASMOTI,SRI LANKA DSR,TON,1412,1.419
RICE -BASMOTI,STATE OF PALESTINE,TON,22,0.024
RICE -BASMOTI,SUDAN,TON,2184,2.419
RICE -BASMOTI,SURINAME,TON,1,0.001
RICE -BASMOTI,SWEDEN,TON,4112,4.872
RICE -BASMOTI,SWITZERLAND,TON,2002,3.196
RICE -BASMOTI,SYRIA,TON,19403,19.396
RICE -BASMOTI,TAIWAN,TON,98,0.137
RICE -BASMOTI,TANZANIA REP,TON,8149,8.252
RICE -BASMOTI,THAILAND,TON,1434,1.62
RICE -BASMOTI,TOGO,TON,211,0.219
RICE -BASMOTI,TRINIDAD,TON,205,0.223
RICE -BASMOTI,TUNISIA,TON,410,0.416
RICE -BASMOTI,TURKEY,TON,41223,40.82
RICE -BASMOTI,TURKMENISTAN,TON,223,0.222
RICE -BASMOTI,U ARAB EMTS,TON,282375,297.616
RICE -BASMOTI,U K,TON,111924,106.081
RICE -BASMOTI,U S A,TON,135605,168.736
RICE -BASMOTI,UGANDA,TON,225,0.247
RICE -BASMOTI,UKRAINE,TON,2685,2.914
RICE -BASMOTI,UZBEKISTAN,TON,48,0.035
RICE -BASMOTI,VENEZUELA,TON,20,0.031
RICE -BASMOTI,VIETNAM SOC REP,TON,39,0.053
RICE -BASMOTI,YEMEN REPUBLC,TON,201926,209.95
RICE -BASMOTI,ZAMBIA,TON,51,0.057
RICE -BASMOTI,ZIMBABWE,TON,40,0.051
RICE(OTHER THAN BASMOTI),AFGHANISTAN,TON,50,0.03
RICE(OTHER THAN BASMOTI),ALBANIA,TON,429,0.165
RICE(OTHER THAN BASMOTI),ALGERIA,TON,56562,22.435
RICE(OTHER THAN BASMOTI),ANGOLA,TON,33572,13.123
RICE(OTHER THAN BASMOTI),ARGENTINA,TON,0,0
RICE(OTHER THAN BASMOTI),ARMENIA,TON,130,0.051
RICE(OTHER THAN BASMOTI),AUSTRALIA,TON,11808,6.86
RICE(OTHER THAN BASMOTI),AUSTRIA,TON,45,0.036
RICE(OTHER THAN BASMOTI),AZERBAIJAN,TON,3652,2.701
RICE(OTHER THAN BASMOTI),BAHARAIN IS,TON,18974,10.341
RICE(OTHER THAN BASMOTI),BANGLADESH PR,TON,529944,219.348
RICE(OTHER THAN BASMOTI),BELARUS,TON,1770,0.698
RICE(OTHER THAN BASMOTI),BELGIUM,TON,7337,2.135
RICE(OTHER THAN BASMOTI),BELIZE,TON,2,0.001
RICE(OTHER THAN BASMOTI),BENIN,TON,699005,264.16
RICE(OTHER THAN BASMOTI),BHUTAN,TON,2350,0.879
RICE(OTHER THAN BASMOTI),BOLIVIA,TON,22,0.019
RICE(OTHER THAN BASMOTI),BOSNIA-HRZGOVIN,TON,50,0.018
RICE(OTHER THAN BASMOTI),BOTSWANA,TON,40,0.033
RICE(OTHER THAN BASMOTI),BRUNEI,TON,1902,0.923
RICE(OTHER THAN BASMOTI),BULGARIA,TON,669,0.321
RICE(OTHER THAN BASMOTI),BURKINA FASO,TON,47514,17.332
RICE(OTHER THAN BASMOTI),CAMBODIA,TON,11,0.008
RICE(OTHER THAN BASMOTI),CAMEROON,TON,7537,2.367
RICE(OTHER THAN BASMOTI),CANADA,TON,6619,4.585
RICE(OTHER THAN BASMOTI),CAYMAN IS,TON,20,0.023
RICE(OTHER THAN BASMOTI),CHINA P RP,TON,967,0.968
RICE(OTHER THAN BASMOTI),COLOMBIA,TON,3,0.001
RICE(OTHER THAN BASMOTI),COMOROS,TON,154,0.079
RICE(OTHER THAN BASMOTI),CONGO D. REP.,TON,2528,0.916
RICE(OTHER THAN BASMOTI),CONGO P REP,TON,2854,1.117
RICE(OTHER THAN BASMOTI),COTE D' IVOIRE,TON,438089,163.173
RICE(OTHER THAN BASMOTI),CROATIA,TON,414,0.17
RICE(OTHER THAN BASMOTI),CYPRUS,TON,72,0.067
RICE(OTHER THAN BASMOTI),CZECH REPUBLIC,TON,0,0
RICE(OTHER THAN BASMOTI),DENMARK,TON,78,0.065
RICE(OTHER THAN BASMOTI),DJIBOUTI,TON,267183,90.697
RICE(OTHER THAN BASMOTI),EGYPT A RP,TON,129926,47.333
RICE(OTHER THAN BASMOTI),EQUTL GUINEA,TON,1807,0.768
RICE(OTHER THAN BASMOTI),ERITREA,TON,500,0.206
RICE(OTHER THAN BASMOTI),ETHIOPIA,TON,87513,31.21
RICE(OTHER THAN BASMOTI),FIJI IS,TON,24,0.013
RICE(OTHER THAN BASMOTI),FINLAND,TON,10,0.007
RICE(OTHER THAN BASMOTI),FRANCE,TON,1580,1.067
RICE(OTHER THAN BASMOTI),GABON,TON,863,0.389
RICE(OTHER THAN BASMOTI),GAMBIA,TON,59572,20.143
RICE(OTHER THAN BASMOTI),GEORGIA,TON,4258,2.458
RICE(OTHER THAN BASMOTI),GERMANY,TON,2427,1.816
RICE(OTHER THAN BASMOTI),GHANA,TON,68829,26.938
RICE(OTHER THAN BASMOTI),GREECE,TON,79,0.041
RICE(OTHER THAN BASMOTI),GUINEA,TON,467693,175.932
RICE(OTHER THAN BASMOTI),GUINEA BISSAU,TON,8349,2.69
RICE(OTHER THAN BASMOTI),HAITI,TON,1125,0.607
RICE(OTHER THAN BASMOTI),HONG KONG,TON,340,0.239
RICE(OTHER THAN BASMOTI),HUNGARY,TON,1,0
RICE(OTHER THAN BASMOTI),INDONESIA,TON,326005,119.22
RICE(OTHER THAN BASMOTI),IRAN,TON,33863,27.748
RICE(OTHER THAN BASMOTI),IRAQ,TON,61237,36.526
RICE(OTHER THAN BASMOTI),IRELAND,TON,603,0.453
RICE(OTHER THAN BASMOTI),ISRAEL,TON,5802,3.659
RICE(OTHER THAN BASMOTI),ITALY,TON,3944,2.813
RICE(OTHER THAN BASMOTI),JAMAICA,TON,11,0.01
RICE(OTHER THAN BASMOTI),JAPAN,TON,214,0.175
RICE(OTHER THAN BASMOTI),JORDAN,TON,8679,3.62
RICE(OTHER THAN BASMOTI),KAZAKHSTAN,TON,18,0.008
RICE(OTHER THAN BASMOTI),KENYA,TON,31353,12.176
RICE(OTHER THAN BASMOTI),KUWAIT,TON,45054,25.485
RICE(OTHER THAN BASMOTI),KYRGHYZSTAN,TON,47,0.02
RICE(OTHER THAN BASMOTI),LATVIA,TON,24,0.011
RICE(OTHER THAN BASMOTI),LEBANON,TON,3222,1.516
RICE(OTHER THAN BASMOTI),LIBERIA,TON,301112,116.967
RICE(OTHER THAN BASMOTI),LIBYA,TON,21770,8.369
RICE(OTHER THAN BASMOTI),LITHUANIA,TON,5139,2.029
RICE(OTHER THAN BASMOTI),MACAO,TON,4,0.002
RICE(OTHER THAN BASMOTI),MADAGASCAR,TON,148726,48.964
RICE(OTHER THAN BASMOTI),MALAWI,TON,161,0.103
RICE(OTHER THAN BASMOTI),MALAYSIA,TON,30334,13.774
RICE(OTHER THAN BASMOTI),MALDIVES,TON,27708,11.577
RICE(OTHER THAN BASMOTI),MALI,TON,11645,3.936
RICE(OTHER THAN BASMOTI),MAURITANIA,TON,487,0.236
RICE(OTHER THAN BASMOTI),MAURITIUS,TON,13495,5.337
RICE(OTHER THAN BASMOTI),MEXICO,TON,1426,0.592
RICE(OTHER THAN BASMOTI),MOLDOVA,TON,450,0.16
RICE(OTHER THAN BASMOTI),MONGOLIA,TON,10,0.011
RICE(OTHER THAN BASMOTI),MONTENEGRO,TON,25,0.013
RICE(OTHER THAN BASMOTI),MONTSERRAT,TON,0,0
RICE(OTHER THAN BASMOTI),MOROCCO,TON,9697,3.82
RICE(OTHER THAN BASMOTI),MOZAMBIQUE,TON,10968,3.9
RICE(OTHER THAN BASMOTI),MYANMAR,TON,0,0
RICE(OTHER THAN BASMOTI),N. MARIANA IS.,TON,104,0.022
RICE(OTHER THAN BASMOTI),NAMIBIA,TON,5652,2.198
RICE(OTHER THAN BASMOTI),NEPAL,TON,768969,281.153
RICE(OTHER THAN BASMOTI),NETHERLAND,TON,9636,6.746
RICE(OTHER THAN BASMOTI),NEW ZEALAND,TON,1492,1.024
