COMMODITY,COUNTRY,UNIT,QUANTITY,VALUE (US$ million)
"DRUG FORMULATIONS, BIOLOGICALS",PERU,KGS,791343,69.069
"DRUG FORMULATIONS, BIOLOGICALS",PHILIPPINES,KGS,7626952,213.602
"DRUG FORMULATIONS, BIOLOGICALS",POLAND,KGS,520466,42.683
"DRUG FORMULATIONS, BIOLOGICALS",PORTUGAL,KGS,223849,9.738
"DRUG FORMULATIONS, BIOLOGICALS",PUERTO RICO,KGS,5422,0.104
"DRUG FORMULATIONS, BIOLOGICALS",QATAR,KGS,120387,4.539
"DRUG FORMULATIONS, BIOLOGICALS",REUNION,KGS,20,0.001
"DRUG FORMULATIONS, BIOLOGICALS",ROMANIA,KGS,66696,7.676
"DRUG FORMULATIONS, BIOLOGICALS",RUSSIA,KGS,5702227,396.391
"DRUG FORMULATIONS, BIOLOGICALS",RWANDA,KGS,479011,23.031
"DRUG FORMULATIONS, BIOLOGICALS",SAMOA,KGS,60620,0.632
"DRUG FORMULATIONS, BIOLOGICALS",SAO TOME,KGS,956,0.137
"DRUG FORMULATIONS, BIOLOGICALS",SAUDI ARAB,KGS,334184,50.217
"DRUG FORMULATIONS, BIOLOGICALS",SENEGAL,KGS,669487,14.677
"DRUG FORMULATIONS, BIOLOGICALS",SERBIA,KGS,33260,3.881
"DRUG FORMULATIONS, BIOLOGICALS",SEYCHELLES,KGS,122209,2.37
"DRUG FORMULATIONS, BIOLOGICALS",SIERRA LEONE,KGS,1347795,14.325
"DRUG FORMULATIONS, BIOLOGICALS",SINGAPORE,KGS,1055583,65.845
"DRUG FORMULATIONS, BIOLOGICALS",SLOVAK REP,KGS,13664,0.904
"DRUG FORMULATIONS, BIOLOGICALS",SLOVENIA,KGS,253594,65.883
"DRUG FORMULATIONS, BIOLOGICALS",SOLOMON IS,KGS,28728,0.582
"DRUG FORMULATIONS, BIOLOGICALS",SOMALIA,KGS,2100090,13.905
"DRUG FORMULATIONS, BIOLOGICALS",SOUTH AFRICA,KGS,8441085,525.455
"DRUG FORMULATIONS, BIOLOGICALS",SOUTH SUDAN,KGS,23678,0.829
"DRUG FORMULATIONS, BIOLOGICALS",SPAIN,KGS,388508,49.209
"DRUG FORMULATIONS, BIOLOGICALS",SRI LANKA DSR,KGS,7503600,191.73
"DRUG FORMULATIONS, BIOLOGICALS",ST KITT N A,KGS,3836,0.254
"DRUG FORMULATIONS, BIOLOGICALS",ST LUCIA,KGS,18583,0.677
"DRUG FORMULATIONS, BIOLOGICALS",ST VINCENT,KGS,3857,0.197
"DRUG FORMULATIONS, BIOLOGICALS",STATE OF PALESTINE,KGS,40,0.001
"DRUG FORMULATIONS, BIOLOGICALS",SUDAN,KGS,2482705,48.169
"DRUG FORMULATIONS, BIOLOGICALS",SURINAME,KGS,6966,0.711
"DRUG FORMULATIONS, BIOLOGICALS",SWAZILAND,KGS,143800,12.048
"DRUG FORMULATIONS, BIOLOGICALS",SWEDEN,KGS,267914,13.046
"DRUG FORMULATIONS, BIOLOGICALS",SWITZERLAND,KGS,127051,11.709
"DRUG FORMULATIONS, BIOLOGICALS",SYRIA,KGS,234543,11.316
"DRUG FORMULATIONS, BIOLOGICALS",TAIWAN,KGS,58190,7.315
"DRUG FORMULATIONS, BIOLOGICALS",TAJIKISTAN,KGS,1617889,13.059
"DRUG FORMULATIONS, BIOLOGICALS",TANZANIA REP,KGS,5993882,150.184
"DRUG FORMULATIONS, BIOLOGICALS",THAILAND,KGS,1690305,120.326
"DRUG FORMULATIONS, BIOLOGICALS",TIMOR-LESTE,KGS,235977,3.301
"DRUG FORMULATIONS, BIOLOGICALS",TOGO,KGS,307379,10.898
"DRUG FORMULATIONS, BIOLOGICALS",TONGA,KGS,2525,0.076
"DRUG FORMULATIONS, BIOLOGICALS",TRINIDAD,KGS,250880,12.527
"DRUG FORMULATIONS, BIOLOGICALS",TUNISIA,KGS,70575,10.876
"DRUG FORMULATIONS, BIOLOGICALS",TURKEY,KGS,1271523,38.212
"DRUG FORMULATIONS, BIOLOGICALS",TURKMENISTAN,KGS,1060804,16.682
"DRUG FORMULATIONS, BIOLOGICALS",TURKS C IS,KGS,56,0.01
"DRUG FORMULATIONS, BIOLOGICALS",TUVALU,KGS,46,0.002
"DRUG FORMULATIONS, BIOLOGICALS",U ARAB EMTS,KGS,2867503,172.498
"DRUG FORMULATIONS, BIOLOGICALS",U K,KGS,11325510,524.317
"DRUG FORMULATIONS, BIOLOGICALS",U S A,KGS,55630576,5327.206
"DRUG FORMULATIONS, BIOLOGICALS",UGANDA,KGS,4526042,157.533
"DRUG FORMULATIONS, BIOLOGICALS",UKRAINE,KGS,1857857,97.573
"DRUG FORMULATIONS, BIOLOGICALS",URUGUAY,KGS,53808,4.059
"DRUG FORMULATIONS, BIOLOGICALS",UZBEKISTAN,KGS,2933239,62.516
"DRUG FORMULATIONS, BIOLOGICALS",VANUATU REP,KGS,14941,0.96
"DRUG FORMULATIONS, BIOLOGICALS",VENEZUELA,KGS,794872,62.131
"DRUG FORMULATIONS, BIOLOGICALS",VIETNAM SOC REP,KGS,2131996,133.881
"DRUG FORMULATIONS, BIOLOGICALS",YEMEN REPUBLC,KGS,4385667,68.914
"DRUG FORMULATIONS, BIOLOGICALS",ZAMBIA,KGS,2305159,109.547
"DRUG FORMULATIONS, BIOLOGICALS",ZIMBABWE,KGS,1784860,101.284
AGRO CHEMICALS,AFGHANISTAN,KGS,263110,1.137
AGRO CHEMICALS,ALBANIA,KGS,35216,0.165
AGRO CHEMICALS,ALGERIA,KGS,317148,1.72
AGRO CHEMICALS,ANGOLA,KGS,100,0.001
AGRO CHEMICALS,ANTIGUA,KGS,288,0.016
AGRO CHEMICALS,ARGENTINA,KGS,6420168,71.711
AGRO CHEMICALS,ARMENIA,KGS,246949,1.531
AGRO CHEMICALS,AUSTRALIA,KGS,7544497,51.191
AGRO CHEMICALS,AUSTRIA,KGS,50560,0.155
AGRO CHEMICALS,AZERBAIJAN,KGS,132011,0.621
AGRO CHEMICALS,BAHARAIN IS,KGS,11112,0.117
AGRO CHEMICALS,BANGLADESH PR,KGS,27937585,76.566
AGRO CHEMICALS,BARBADOS,KGS,31710,0.227
AGRO CHEMICALS,BELARUS,KGS,22420,0.164
AGRO CHEMICALS,BELGIUM,KGS,6037777,90.643
AGRO CHEMICALS,BELIZE,KGS,14016,0.137
AGRO CHEMICALS,BENIN,KGS,83485,0.37
AGRO CHEMICALS,BHUTAN,KGS,344733,0.699
AGRO CHEMICALS,BOLIVIA,KGS,1688475,7.66
AGRO CHEMICALS,BOSNIA-HRZGOVIN,KGS,18760,0.086
AGRO CHEMICALS,BR VIRGN IS,KGS,7,0
AGRO CHEMICALS,BRAZIL,KGS,82842190,613.657
AGRO CHEMICALS,BRUNEI,KGS,3570,0.031
AGRO CHEMICALS,BULGARIA,KGS,708420,3.035
AGRO CHEMICALS,BURKINA FASO,KGS,553920,1.991
AGRO CHEMICALS,BURUNDI,KGS,35413,0.157
AGRO CHEMICALS,CAMBODIA,KGS,218850,0.571
AGRO CHEMICALS,CAMEROON,KGS,1854697,6.218
AGRO CHEMICALS,CANADA,KGS,1174689,7.431
AGRO CHEMICALS,CAYMAN IS,KGS,180,0.002
AGRO CHEMICALS,CHILE,KGS,1111896,5.612
AGRO CHEMICALS,CHINA P RP,KGS,10689051,82.234
AGRO CHEMICALS,COLOMBIA,KGS,5608609,30.233
AGRO CHEMICALS,COMOROS,KGS,2,0
AGRO CHEMICALS,CONGO D. REP.,KGS,5866,0.037
AGRO CHEMICALS,CONGO P REP,KGS,46272,0.092
AGRO CHEMICALS,COSTA RICA,KGS,12361169,26.682
AGRO CHEMICALS,COTE D' IVOIRE,KGS,3528158,15.381
AGRO CHEMICALS,CROATIA,KGS,200321,0.76
AGRO CHEMICALS,CUBA,KGS,109200,0.879
AGRO CHEMICALS,CYPRUS,KGS,147440,0.751
AGRO CHEMICALS,CZECH REPUBLIC,KGS,33601,0.274
AGRO CHEMICALS,DENMARK,KGS,89600,1.195
AGRO CHEMICALS,DJIBOUTI,KGS,294510,1.055
AGRO CHEMICALS,DOMINIC REP,KGS,482174,2.386
AGRO CHEMICALS,DOMINICA,KGS,400,0.002
AGRO CHEMICALS,ECUADOR,KGS,1757539,8.83
AGRO CHEMICALS,EGYPT A RP,KGS,5865952,26.967
AGRO CHEMICALS,EL SALVADOR,KGS,129558,0.638
AGRO CHEMICALS,ERITREA,KGS,1500,0.034
AGRO CHEMICALS,ETHIOPIA,KGS,5708780,22.327
AGRO CHEMICALS,FIJI IS,KGS,46785,0.452
AGRO CHEMICALS,FINLAND,KGS,25600,0.079
AGRO CHEMICALS,FRANCE,KGS,15412880,118.18
AGRO CHEMICALS,GABON,KGS,624000,1.031
AGRO CHEMICALS,GAMBIA,KGS,59915,0.064
AGRO CHEMICALS,GEORGIA,KGS,557834,1.904
AGRO CHEMICALS,GERMANY,KGS,2934719,46.239
AGRO CHEMICALS,GHANA,KGS,1214890,7.075
AGRO CHEMICALS,GREECE,KGS,499751,1.838
AGRO CHEMICALS,GRENADA,KGS,1093,0.019
AGRO CHEMICALS,GUATEMALA,KGS,2709897,9.829
AGRO CHEMICALS,GUINEA,KGS,1473885,3.893
AGRO CHEMICALS,GUINEA BISSAU,KGS,500,0.004
AGRO CHEMICALS,GUYANA,KGS,57413,0.265
AGRO CHEMICALS,HAITI,KGS,1290000,1.872
AGRO CHEMICALS,HONDURAS,KGS,140000,0.581
AGRO CHEMICALS,HONG KONG,KGS,129101,3.143
AGRO CHEMICALS,HUNGARY,KGS,185325,0.373
AGRO CHEMICALS,INDONESIA,KGS,11401968,74.235
AGRO CHEMICALS,IRAN,KGS,6945669,50.636
AGRO CHEMICALS,IRAQ,KGS,911596,6.006
AGRO CHEMICALS,IRELAND,KGS,117932,1.316
AGRO CHEMICALS,ISRAEL,KGS,3886676,50.533
AGRO CHEMICALS,ITALY,KGS,5417365,23.626
AGRO CHEMICALS,JAMAICA,KGS,29580,0.221
AGRO CHEMICALS,JAPAN,KGS,3276729,62.378
AGRO CHEMICALS,JORDAN,KGS,566059,5.728
AGRO CHEMICALS,KAZAKHSTAN,KGS,28101,0.499
AGRO CHEMICALS,KENYA,KGS,3586942,15.025
AGRO CHEMICALS,KOREA RP,KGS,2433613,32.398
AGRO CHEMICALS,KUWAIT,KGS,44742,0.077
AGRO CHEMICALS,LAO PD RP,KGS,97,0.002
AGRO CHEMICALS,LATVIA,KGS,398725,4.06
AGRO CHEMICALS,LEBANON,KGS,634582,3.618
AGRO CHEMICALS,LIBERIA,KGS,51130,0.103
AGRO CHEMICALS,LIBYA,KGS,372989,2.136
AGRO CHEMICALS,LITHUANIA,KGS,110445,1.05
AGRO CHEMICALS,MACEDONIA,KGS,68964,0.193
AGRO CHEMICALS,MADAGASCAR,KGS,508054,2.223
AGRO CHEMICALS,MALAWI,KGS,631487,2.971
AGRO CHEMICALS,MALAYSIA,KGS,2761535,16.342
AGRO CHEMICALS,MALDIVES,KGS,95381,0.504
AGRO CHEMICALS,MALI,KGS,1242057,8.599
AGRO CHEMICALS,MALTA,KGS,8,0
AGRO CHEMICALS,MAURITANIA,KGS,220983,0.569
AGRO CHEMICALS,MAURITIUS,KGS,218599,0.967
AGRO CHEMICALS,MEXICO,KGS,6807497,42.352
AGRO CHEMICALS,MOLDOVA,KGS,49634,0.355
AGRO CHEMICALS,MOROCCO,KGS,4977565,13.758
AGRO CHEMICALS,MOZAMBIQUE,KGS,566949,2.508
AGRO CHEMICALS,MYANMAR,KGS,2400207,10.016
AGRO CHEMICALS,NEPAL,KGS,7256598,24.08
AGRO CHEMICALS,NETHERLAND,KGS,5163590,69.763
AGRO CHEMICALS,NETHERLANDANTIL,KGS,593,0.003
AGRO CHEMICALS,NEW ZEALAND,KGS,1713473,9.363
AGRO CHEMICALS,NICARAGUA,KGS,302774,1.516
AGRO CHEMICALS,NIGER,KGS,90,0.001
AGRO CHEMICALS,NIGERIA,KGS,4496638,16.914
AGRO CHEMICALS,OMAN,KGS,94862,0.856
AGRO CHEMICALS,PAKISTAN IR,KGS,6715699,30.77
AGRO CHEMICALS,PANAMA REPUBLIC,KGS,204452,1.001
AGRO CHEMICALS,PAPUA N GNA,KGS,51502,0.138
AGRO CHEMICALS,PARAGUAY,KGS,4737784,20.861
AGRO CHEMICALS,PERU,KGS,824275,5.058
AGRO CHEMICALS,PHILIPPINES,KGS,6052640,22.865
AGRO CHEMICALS,POLAND,KGS,982865,7.65
AGRO CHEMICALS,PORTUGAL,KGS,1402403,10.177
AGRO CHEMICALS,PUERTO RICO,KGS,194400,12.378
AGRO CHEMICALS,QATAR,KGS,169691,0.798
AGRO CHEMICALS,REUNION,KGS,7,0
AGRO CHEMICALS,ROMANIA,KGS,303440,0.482
AGRO CHEMICALS,RUSSIA,KGS,3046982,28.609
AGRO CHEMICALS,RWANDA,KGS,1692377,4.393
AGRO CHEMICALS,SAUDI ARAB,KGS,2059557,11.948
AGRO CHEMICALS,SENEGAL,KGS,793933,3.221
AGRO CHEMICALS,SERBIA,KGS,131200,0.581
AGRO CHEMICALS,SEYCHELLES,KGS,9381,0.068
AGRO CHEMICALS,SIERRA LEONE,KGS,65157,0.16
AGRO CHEMICALS,SINGAPORE,KGS,3435696,29.077
AGRO CHEMICALS,SLOVAK REP,KGS,8148,0.055
AGRO CHEMICALS,SLOVENIA,KGS,594221,8.937
AGRO CHEMICALS,SOMALIA,KGS,179786,0.772
AGRO CHEMICALS,SOUTH AFRICA,KGS,8522744,41.815
AGRO CHEMICALS,SPAIN,KGS,2173784,10.351
AGRO CHEMICALS,SRI LANKA DSR,KGS,2506585,12.067
AGRO CHEMICALS,ST KITT N A,KGS,5,0
AGRO CHEMICALS,ST LUCIA,KGS,2199,0.011
AGRO CHEMICALS,ST VINCENT,KGS,144,0.001
AGRO CHEMICALS,STATE OF PALESTINE,KGS,8000,0.048
AGRO CHEMICALS,SUDAN,KGS,3160456,15.235
AGRO CHEMICALS,SURINAME,KGS,14960,0.046
AGRO CHEMICALS,SWITZERLAND,KGS,533340,7.721
AGRO CHEMICALS,SYRIA,KGS,167625,0.955
AGRO CHEMICALS,TAIWAN,KGS,1988354,12.371
AGRO CHEMICALS,TAJIKISTAN,KGS,14000,0.032
AGRO CHEMICALS,TANZANIA REP,KGS,6871159,21.876
AGRO CHEMICALS,THAILAND,KGS,11400372,72.028
AGRO CHEMICALS,TOGO,KGS,178294,1.737
AGRO CHEMICALS,TRINIDAD,KGS,165877,0.422
AGRO CHEMICALS,TUNISIA,KGS,333532,2.087
AGRO CHEMICALS,TURKEY,KGS,8530712,49.606
AGRO CHEMICALS,TURKMENISTAN,KGS,25001,0.129
AGRO CHEMICALS,U ARAB EMTS,KGS,2038809,13.728
AGRO CHEMICALS,U K,KGS,2521787,36.641
AGRO CHEMICALS,U S A,KGS,52413066,604.892
AGRO CHEMICALS,UGANDA,KGS,6748172,21.546
AGRO CHEMICALS,UKRAINE,KGS,1185218,7.321
AGRO CHEMICALS,URUGUAY,KGS,1273819,9.231
AGRO CHEMICALS,UZBEKISTAN,KGS,191711,1.735
AGRO CHEMICALS,VENEZUELA,KGS,68250,0.853
AGRO CHEMICALS,VIETNAM SOC REP,KGS,20568283,86.594
AGRO CHEMICALS,YEMEN REPUBLC,KGS,384030,1.982
AGRO CHEMICALS,ZAMBIA,KGS,750164,3.724
AGRO CHEMICALS,ZIMBABWE,KGS,149658,1.069
SURGICALS,AFGHANISTAN,NA,20663194,2.583
SURGICALS,ALBANIA,NA,619906,0.08
SURGICALS,ALGERIA,NA,2465231,1.972
SURGICALS,ANGOLA,NA,2300518,0.625
SURGICALS,ANGUILLA,NA,317,0.002
SURGICALS,ANTIGUA,NA,34,0
SURGICALS,ARGENTINA,NA,58444156,2.44
SURGICALS,ARMENIA,NA,237174,0.117
SURGICALS,AUSTRALIA,NA,4843034,11.334
SURGICALS,AUSTRIA,NA,379128,0.394
SURGICALS,AZERBAIJAN,NA,2308,0.057
SURGICALS,BAHAMAS,NA,2,0
SURGICALS,BAHARAIN IS,NA,2177692,0.422
SURGICALS,BANGLADESH PR,NA,22883800,13.138
SURGICALS,BARBADOS,NA,806,0.019
SURGICALS,BELARUS,NA,23424,0.398
SURGICALS,BELGIUM,NA,16076330,5.454
SURGICALS,BELIZE,NA,7694,0.027
SURGICALS,BENIN,NA,297216,0.155
SURGICALS,BERMUDA,NA,4,0.001
SURGICALS,BHUTAN,NA,2329541,0.708
SURGICALS,BOLIVIA,NA,508811,0.525
SURGICALS,BOSNIA-HRZGOVIN,NA,57405,0.041
SURGICALS,BOTSWANA,NA,371712,0.264
SURGICALS,BR VIRGN IS,NA,7203,0.007
SURGICALS,BRAZIL,NA,349338692,15.353
SURGICALS,BRUNEI,NA,1272,0.011
SURGICALS,BULGARIA,NA,291868,0.416
SURGICALS,BURKINA FASO,NA,2583969,0.222
SURGICALS,BURUNDI,NA,13470945,0.612
SURGICALS,C AFRI REP,NA,116849,0.024
SURGICALS,CAMBODIA,NA,80221,0.528
SURGICALS,CAMEROON,NA,5833471,0.601
SURGICALS,CANADA,NA,939936,1.19
SURGICALS,CAPE VERDE IS,NA,10,0.002
SURGICALS,CAYMAN IS,NA,461238,0.87
SURGICALS,CHAD,NA,2858669,0.285
SURGICALS,CHILE,NA,981740,0.862
SURGICALS,CHINA P RP,NA,1283850,10.504
SURGICALS,COLOMBIA,NA,942614,2.257
SURGICALS,CONGO D. REP.,NA,6414426,1.024
SURGICALS,CONGO P REP,NA,2428026,0.561
SURGICALS,COSTA RICA,NA,38191,0.082
SURGICALS,COTE D' IVOIRE,NA,9792224,0.486
SURGICALS,CROATIA,NA,738864,0.269
SURGICALS,CUBA,NA,181153,0.043
SURGICALS,CYPRUS,NA,9702,0.058
SURGICALS,CZECH REPUBLIC,NA,3488642,0.786
SURGICALS,DENMARK,NA,6214702,1.331
SURGICALS,DJIBOUTI,NA,68494,0.095
SURGICALS,DOMINIC REP,NA,1605718,1.066
SURGICALS,DOMINICA,NA,13,0.005
SURGICALS,ECUADOR,NA,700079,2.342
SURGICALS,EGYPT A RP,NA,5062044,4.361
SURGICALS,EL SALVADOR,NA,129968,0.135
SURGICALS,EQUTL GUINEA,NA,7219,0.004
SURGICALS,ERITREA,NA,655363,0.123
SURGICALS,ESTONIA,NA,133295,0.251
SURGICALS,ETHIOPIA,NA,37691195,4.725
SURGICALS,FIJI IS,NA,48898,0.174
SURGICALS,FINLAND,NA,45227,0.082
SURGICALS,FR POLYNESIA,NA,479,0
SURGICALS,FRANCE,NA,18506272,7.1
SURGICALS,GABON,NA,6727,0.024
SURGICALS,GAMBIA,NA,68468,0.06
SURGICALS,GEORGIA,NA,6153461,0.309
SURGICALS,GERMANY,NA,42380763,25.771
SURGICALS,GHANA,NA,10048143,1.118
SURGICALS,GREECE,NA,1803931,1.121
SURGICALS,GRENADA,NA,7452,0.006
SURGICALS,GUAM,NA,630,0.004
SURGICALS,GUATEMALA,NA,1852679,1.12
SURGICALS,GUINEA,NA,3122778,0.347
SURGICALS,GUINEA BISSAU,NA,750,0.002
SURGICALS,GUYANA,NA,230335,0.263
SURGICALS,HAITI,NA,450612,0.052
SURGICALS,HONDURAS,NA,71404,0.422
SURGICALS,HONG KONG,NA,2115913,2.112
SURGICALS,HUNGARY,NA,257542,0.387
SURGICALS,ICELAND,NA,1,0
SURGICALS,INDONESIA,NA,9034443,4.079
SURGICALS,IRAN,NA,9637955,6.061
SURGICALS,IRAQ,NA,1886140,3.44
SURGICALS,IRELAND,NA,190682,0.948
SURGICALS,ISRAEL,NA,738342,3.144
SURGICALS,ITALY,NA,15075673,9.351
SURGICALS,JAMAICA,NA,1021867,0.256
SURGICALS,JAPAN,NA,1619113,1.531
SURGICALS,JORDAN,NA,1420437,0.916
SURGICALS,KAZAKHSTAN,NA,75313,1.248
SURGICALS,KENYA,NA,14117475,3.656
SURGICALS,KIRIBATI REP,NA,152,0.001
SURGICALS,KOREA RP,NA,46209216,4.753
SURGICALS,KUWAIT,NA,674561,0.46
SURGICALS,KYRGHYZSTAN,NA,918,0.029
SURGICALS,LAO PD RP,NA,293190,0.084
SURGICALS,LATVIA,NA,267351,0.485
SURGICALS,LEBANON,NA,476110,0.746
SURGICALS,LESOTHO,NA,1652,0.031
SURGICALS,LIBERIA,NA,5067830,0.206
SURGICALS,LIBYA,NA,15795643,1.465
SURGICALS,LITHUANIA,NA,764491,0.189
SURGICALS,LUXEMBOURG,NA,21,0.001
SURGICALS,MACAO,NA,116,0.004
SURGICALS,MACEDONIA,NA,18631,0.157
SURGICALS,MADAGASCAR,NA,149319,0.229
SURGICALS,MALAWI,NA,405494,0.378
SURGICALS,MALAYSIA,NA,10540938,4.551
SURGICALS,MALDIVES,NA,3555209,2.793
SURGICALS,MALI,NA,302957,0.73
SURGICALS,MALTA,NA,2191559,0.101
SURGICALS,MARSHALL ISLAND,NA,10,0
SURGICALS,MAURITANIA,NA,122913,0.08
SURGICALS,MAURITIUS,NA,453220,0.895
SURGICALS,MEXICO,NA,957962,2.974
SURGICALS,MICRONESIA,NA,1687,0.007
SURGICALS,MOLDOVA,NA,54674,0.173
SURGICALS,MONGOLIA,NA,5230,0.056
SURGICALS,MONTENEGRO,NA,705,0.105
SURGICALS,MOROCCO,NA,16583314,1.966
SURGICALS,MOZAMBIQUE,NA,944945,1.164
SURGICALS,MYANMAR,NA,2225740,1.366
SURGICALS,NAMIBIA,NA,39283,0.078
SURGICALS,NEPAL,NA,30343827,13.354
SURGICALS,NETHERLAND,NA,11374424,11.461
SURGICALS,NETHERLANDANTIL,NA,100650,0.004
SURGICALS,NEW CALEDONIA,NA,7,0.001
SURGICALS,NEW ZEALAND,NA,147185,0.743
SURGICALS,NICARAGUA,NA,1188191,1.917
SURGICALS,NIGER,NA,778919,0.173
SURGICALS,NIGERIA,NA,9634874,2.898
SURGICALS,NORWAY,NA,96194,0.192
SURGICALS,OMAN,NA,5659394,1.939
SURGICALS,PAKISTAN IR,NA,1020768,2.052
SURGICALS,PALAU,NA,140,0
SURGICALS,PANAMA REPUBLIC,NA,3028943,0.207
SURGICALS,PAPUA N GNA,NA,934360,1.423
SURGICALS,PARAGUAY,NA,99330,0.492
SURGICALS,PERU,NA,666552,2.368
SURGICALS,PHILIPPINES,NA,1745151,2.898
SURGICALS,POLAND,NA,3603226,9.36
SURGICALS,PORTUGAL,NA,1968999,0.69
SURGICALS,PUERTO RICO,NA,445845,0.286
SURGICALS,QATAR,NA,783002,0.509
SURGICALS,REUNION,NA,120,0.038
SURGICALS,ROMANIA,NA,100757,0.854
SURGICALS,RUSSIA,NA,2314822,4.838
SURGICALS,RWANDA,NA,6757384,0.781
SURGICALS,SAMOA,NA,4325,0.019
SURGICALS,SAN MARINO,NA,1128,0
SURGICALS,SAUDI ARAB,NA,12880319,2.5
SURGICALS,SENEGAL,NA,261579,0.235
SURGICALS,SERBIA,NA,160329,0.491
SURGICALS,SEYCHELLES,NA,84810,0.285
SURGICALS,SIERRA LEONE,NA,727449,0.097
SURGICALS,SINGAPORE,NA,831750,3.525
SURGICALS,SLOVAK REP,NA,2340983,0.336
SURGICALS,SLOVENIA,NA,35252,0.124
SURGICALS,SOLOMON IS,NA,82613,0.016
SURGICALS,SOMALIA,NA,1990074,0.4
SURGICALS,SOUTH AFRICA,NA,3614348,6.521
SURGICALS,SOUTH SUDAN,NA,603726,0.023
SURGICALS,SPAIN,NA,6571948,21.84
SURGICALS,SRI LANKA DSR,NA,10403439,9.156
SURGICALS,ST KITT N A,NA,692,0.005
SURGICALS,ST LUCIA,NA,997,0.007
SURGICALS,ST PIERRE,NA,26,0.002
SURGICALS,ST VINCENT,NA,12152,0.001
SURGICALS,STATE OF PALESTINE,NA,202,0.002
SURGICALS,SUDAN,NA,22479052,1.591
SURGICALS,SURINAME,NA,49477,0.03
SURGICALS,SWAZILAND,NA,2185,0.016
SURGICALS,SWEDEN,NA,603177,0.432
SURGICALS,SWITZERLAND,NA,807217,2.994
SURGICALS,SYRIA,NA,212602,0.716
SURGICALS,TAIWAN,NA,4172327,0.553
SURGICALS,TAJIKISTAN,NA,4195168,0.342
SURGICALS,TANZANIA REP,NA,4607025,2.318
SURGICALS,THAILAND,NA,8380470,3.893
SURGICALS,TIMOR-LESTE,NA,187049,0.098
SURGICALS,TOGO,NA,4791,0.091
SURGICALS,TONGA,NA,197260,0.008
SURGICALS,TRINIDAD,NA,1610685,0.17
SURGICALS,TUNISIA,NA,611571,0.869
SURGICALS,TURKEY,NA,3940219,7.148
SURGICALS,TURKMENISTAN,NA,7263411,0.288
SURGICALS,U ARAB EMTS,NA,11451411,4.703
SURGICALS,U K,NA,11009933,12.979
SURGICALS,U S A,NA,76054156,47.938
SURGICALS,UGANDA,NA,8028182,1.523
SURGICALS,UKRAINE,NA,88919509,3.277
SURGICALS,URUGUAY,NA,134112,0.054
SURGICALS,UZBEKISTAN,NA,1470409,0.766
SURGICALS,VANUATU REP,NA,5056,0.002
SURGICALS,VENEZUELA,NA,569934,0.2
SURGICALS,VIETNAM SOC REP,NA,10907729,3.714
SURGICALS,YEMEN REPUBLC,NA,15505222,1.724
SURGICALS,ZAMBIA,NA,2060290,0.864
SURGICALS,ZIMBABWE,NA,6224340,0.551
INORGANIC CHEMICALS,AFGHANISTAN,KGS,65147,0.896
INORGANIC CHEMICALS,ALBANIA,KGS,25,0
INORGANIC CHEMICALS,ALGERIA,KGS,3150766,3.359
INORGANIC CHEMICALS,ANGOLA,KGS,1105572,0.534
INORGANIC CHEMICALS,ARGENTINA,KGS,1057440,1.947
INORGANIC CHEMICALS,ARMENIA,KGS,716891,0.301
INORGANIC CHEMICALS,AUSTRALIA,KGS,19281043,16.435
INORGANIC CHEMICALS,AUSTRIA,KGS,6673,0.074
INORGANIC CHEMICALS,AZERBAIJAN,KGS,598439,0.225
INORGANIC CHEMICALS,BAHAMAS,KGS,9700,0.004
INORGANIC CHEMICALS,BAHARAIN IS,KGS,3732042,0.739
INORGANIC CHEMICALS,BANGLADESH PR,KGS,98331349,38.36
INORGANIC CHEMICALS,BARBADOS,KGS,97100,0.02
INORGANIC CHEMICALS,BELARUS,KGS,44319,0.152
INORGANIC CHEMICALS,BELGIUM,KGS,14955673,16.935
INORGANIC CHEMICALS,BENIN,KGS,663066,0.3
INORGANIC CHEMICALS,BHUTAN,KGS,1942277,0.904
INORGANIC CHEMICALS,BOLIVIA,KGS,196855,1.889
INORGANIC CHEMICALS,BOSNIA-HRZGOVIN,KGS,880,0.025
INORGANIC CHEMICALS,BOTSWANA,KGS,3459,0.018
INORGANIC CHEMICALS,BRAZIL,KGS,22033533,22.373
INORGANIC CHEMICALS,BRUNEI,KGS,2471026,1.809
INORGANIC CHEMICALS,BULGARIA,KGS,248797,0.421
INORGANIC CHEMICALS,BURKINA FASO,KGS,303232,0.065
INORGANIC CHEMICALS,BURUNDI,KGS,1305191,0.797
INORGANIC CHEMICALS,CAMBODIA,KGS,309014,0.18
INORGANIC CHEMICALS,CAMEROON,KGS,13097494,7.202
INORGANIC CHEMICALS,CANADA,KGS,9550280,3.926
INORGANIC CHEMICALS,CAYMAN IS,KGS,5,0
INORGANIC CHEMICALS,CHAD,KGS,47000,0.012
INORGANIC CHEMICALS,CHILE,KGS,75535326,6.617
INORGANIC CHEMICALS,CHINA P RP,KGS,26391049,60.44
INORGANIC CHEMICALS,COLOMBIA,KGS,4203686,4.9
INORGANIC CHEMICALS,COMOROS,KGS,50,0
INORGANIC CHEMICALS,CONGO D. REP.,KGS,4412201,2.089
INORGANIC CHEMICALS,CONGO P REP,KGS,2126311,1.385
INORGANIC CHEMICALS,COSTA RICA,KGS,820887,0.199
INORGANIC CHEMICALS,COTE D' IVOIRE,KGS,7581213,3.815
